id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(k)[3600, 1000]__batch1024_model[64, 32, 128][8, 0]_None_do[0.4, 0.2]_lr[0.01]_binary",0,1024.0,"[3600, 1000]",,"[64, 32, 128]","[8, 0]","[0.4, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 90.64, hss2:  82.80, cm: [[2647, 248], [7, 877]])","Metric(tss: 71.80, hss2:  29.47, cm: [[273697, 17407], [1228, 4298]])"
"train(k)[800, 400]__batchNone_model[64, 16, 16][32, 32]_None_do[0.2, 0.0]_lr[0.01]_binary",0,,"[800, 400]",,"[64, 16, 16]","[32, 32]","[0.2, 0.0]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.32, hss2:  81.49, cm: [[614, 66], [20, 315]])","Metric(tss: 73.82, hss2:  27.30, cm: [[270845, 20259], [1062, 4464]])"
"train(k)[2400, 1000]__batchNone_model[64, 32, 64][32, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,,"[2400, 1000]",,"[64, 32, 64]","[32, 0]","[0.4, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 88.09, hss2:  82.75, cm: [[1739, 215], [8, 873]])","Metric(tss: 79.80, hss2:  25.22, cm: [[266076, 25028], [641, 4885]])"
"train(k)[400, 800]__batch128_model[128, 64, 128][32, 8]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,"[400, 800]",,"[128, 64, 128]","[32, 8]","[0.2, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 86.12, hss2:  87.89, cm: [[353, 48], [15, 770]])","Metric(tss: 74.22, hss2:  10.25, cm: [[245515, 79436], [83, 6151]])"
"train(n)[1600, 600]__batch1024_model[16, 16, 128][64, 8]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[1600, 600]","[16, 16, 128]","[64, 8]","[0.6000000000000001, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 85.88, hss2:  79.49, cm: [[1442, 170], [21, 567]])","Metric(tss: 72.87, hss2:  9.79, cm: [[242939, 82012], [118, 6116]])"
"train(k)[400, 200]__batchNone_model[128, 16, 128][8, 16]_0_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,,"[400, 200]",,"[128, 16, 128]","[8, 16]","[0.6000000000000001, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 85.43, hss2:  81.72, cm: [[353, 44], [7, 194]])","Metric(tss: 77.36, hss2:  13.36, cm: [[263793, 61158], [238, 5996]])"
"train(k)[3600, 400]__batch1024_model[32, 16, 64][8, 8]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[3600, 400]",,"[32, 16, 64]","[8, 8]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 64.35, hss2:  31.56, cm: [[2132, 832], [26, 317]])","Metric(tss: 31.43, hss2:  4.18, cm: [[215230, 75874], [2349, 3177]])"
"train(k)[2000, 600]__batch128_model[32, 128, 32][64, 32]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,128.0,"[2000, 600]",,"[32, 128, 32]","[64, 32]","[0.6000000000000001, 0.2]",,,0.01,"Metric(tss: 68.55, hss2:  68.72, cm: [[1505, 124], [128, 409]])","Metric(tss: 59.83, hss2:  12.86, cm: [[248549, 42555], [1412, 4114]])"
"train(n)[1600, 400]__batch1024_model[32, 32, 16][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[1600, 400]","[32, 32, 16]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 84.94, hss2:  75.37, cm: [[1442, 157], [21, 380]])","Metric(tss: 45.78, hss2:  4.14, cm: [[196137, 128814], [909, 5325]])"
"train(k)[4000, 200]__batch128_model[64, 128, 32][64, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[4000, 200]",,"[64, 128, 32]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 12.73, hss2:  19.43, cm: [[3960, 28], [174, 27]])","Metric(tss: 16.21, hss2:  15.12, cm: [[318927, 6024], [5108, 1126]])"
"train(n)[3600, 1000]__batch1024_model[16, 64, 64][32, 16]_0_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,,"[3600, 1000]","[16, 64, 64]","[32, 16]","[0.2, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 83.38, hss2:  73.11, cm: [[3092, 458], [39, 1011]])","Metric(tss: 80.18, hss2:  15.70, cm: [[272525, 52426], [230, 6004]])"
"train(n)[2800, 600]__batchNone_model[16, 64, 32][64, 0]_0_do[0.2, 0.2]_lr[0.01]_binary",0,,,"[2800, 600]","[16, 64, 32]","[64, 0]","[0.2, 0.2]",0,,0.01,"Metric(tss: 81.02, hss2:  66.97, cm: [[2439, 359], [37, 565]])","Metric(tss: 79.79, hss2:  16.72, cm: [[276650, 48301], [333, 5901]])"
"train(k)[2000, 400]__batch128_model[32, 128, 128][8, 32]_0_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,"[2000, 400]",,"[32, 128, 128]","[8, 32]","[0.2, 0.4]",0,"[0.4, 0.6]",0.01,"Metric(tss: 70.40, hss2:  62.10, cm: [[1815, 201], [75, 307]])","Metric(tss: 60.92, hss2:  11.21, cm: [[267229, 57722], [1329, 4905]])"
"train(k)[3600, 400]__batch1024_model[16, 128, 16][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[3600, 400]",,"[16, 128, 16]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 86.74, hss2:  57.29, cm: [[3155, 450], [3, 385]])","Metric(tss: 54.64, hss2:  4.61, cm: [[186889, 138062], [179, 6055]])"
"train(n)[2800, 200]__batch1024_model[64, 64, 64][16, 8]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,,"[2800, 200]","[64, 64, 64]","[16, 8]","[0.6000000000000001, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 85.75, hss2:  49.81, cm: [[2460, 331], [5, 204]])","Metric(tss: 68.66, hss2:  9.99, cm: [[249759, 75192], [511, 5723]])"
"train(k)[1600, 400]__batch128_model[16, 32, 64][16, 8]_None_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,"[1600, 400]",,"[16, 32, 64]","[16, 8]","[0.4, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 85.61, hss2:  73.88, cm: [[1149, 158], [8, 339]])","Metric(tss: 75.17, hss2:  26.75, cm: [[269752, 21352], [967, 4559]])"
"train(n)[1600, 400]__batch1024_model[64, 32, 64][32, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,,"[1600, 400]","[64, 32, 64]","[32, 8]","[0.0, 0.0]",0,,0.01,"Metric(tss: 83.30, hss2:  77.98, cm: [[1454, 119], [39, 388]])","Metric(tss: 48.10, hss2:  6.55, cm: [[242626, 82325], [1656, 4578]])"
"train(n)[3200, 1200]__batch128_model[16, 64, 32][32, 16]_None_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,,"[3200, 1200]","[16, 64, 32]","[32, 16]","[0.4, 0.0]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.37, hss2:  77.18, cm: [[2551, 340], [40, 994]])","Metric(tss: 75.34, hss2:  30.92, cm: [[273884, 17220], [1036, 4490]])"
"train(k)[1600, 800]__batch128_model[32, 128, 64][8, 32]_None_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,"[1600, 800]",,"[32, 128, 64]","[8, 32]","[0.4, 0.0]",,"[0.4, 0.6]",0.01,"Metric(tss: 88.72, hss2:  85.34, cm: [[1199, 124], [13, 668]])","Metric(tss: 76.70, hss2:  23.48, cm: [[264787, 26317], [788, 4738]])"
"train(n)[2400, 1400]__batchNone_model[128, 32, 128][16, 16]_0_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[2400, 1400]","[128, 32, 128]","[16, 16]","[0.2, 0.4]",0,,0.01,"Metric(tss: 88.38, hss2:  86.22, cm: [[2117, 224], [30, 1429]])","Metric(tss: 59.16, hss2:  6.27, cm: [[217217, 107734], [479, 5755]])"
"train(n)[2000, 400]__batch128_model[16, 16, 64][8, 0]_0_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[2000, 400]","[16, 16, 64]","[8, 0]","[0.4, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 86.90, hss2:  72.66, cm: [[1793, 207], [11, 389]])","Metric(tss: 73.11, hss2:  11.47, cm: [[256246, 68705], [358, 5876]])"
"train(k)[800, 1200]__batch1024_model[16, 128, 64][64, 32]_avg_do[0.2, 0.2]_lr[0.01]_binary",0,1024.0,"[800, 1200]",,"[16, 128, 64]","[64, 32]","[0.2, 0.2]",avg,,0.01,"Metric(tss: 92.25, hss2:  92.94, cm: [[761, 54], [13, 1145]])","Metric(tss: 58.76, hss2:  5.27, cm: [[195799, 129152], [93, 6141]])"
"train(n)[400, 1000]__batchNone_model[64, 128, 32][64, 8]_None_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[400, 1000]","[64, 128, 32]","[64, 8]","[0.2, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 85.94, hss2:  86.72, cm: [[351, 42], [29, 830]])","Metric(tss: 51.71, hss2:  5.24, cm: [[190407, 100697], [757, 4769]])"
"train(n)[2000, 800]__batch1024_model[128, 16, 128][64, 16]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,1024.0,,"[2000, 800]","[128, 16, 128]","[64, 16]","[0.6000000000000001, 0.0]",avg,,0.01,"Metric(tss: 69.30, hss2:  70.03, cm: [[1840, 156], [184, 620]])","Metric(tss: 61.82, hss2:  19.21, cm: [[294958, 29993], [1805, 4429]])"
"train(k)[3200, 400]__batchNone_model[32, 64, 64][16, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,,"[3200, 400]",,"[32, 64, 64]","[16, 8]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 80.86, hss2:  59.25, cm: [[2282, 320], [24, 327]])","Metric(tss: 71.45, hss2:  27.05, cm: [[271411, 19693], [1204, 4322]])"
"train(n)[2000, 400]__batch1024_model[16, 128, 16][64, 0]_0_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2000, 400]","[16, 128, 16]","[64, 0]","[0.4, 0.6000000000000001]",0,,0.01,"Metric(tss: 83.30, hss2:  70.90, cm: [[1785, 206], [26, 383]])","Metric(tss: 72.06, hss2:  12.19, cm: [[261990, 62961], [534, 5700]])"
"train(k)[2000, 200]__batch1024_model[32, 64, 16][8, 32]_0_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,"[2000, 200]",,"[32, 64, 16]","[8, 32]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 79.87, hss2:  63.50, cm: [[1819, 154], [27, 192]])","Metric(tss: 77.97, hss2:  19.51, cm: [[286217, 38734], [630, 5604]])"
"train(n)[1600, 1000]__batch1024_model[64, 32, 16][64, 8]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,,"[1600, 1000]","[64, 32, 16]","[64, 8]","[0.2, 0.0]",avg,,0.01,"Metric(tss: 86.94, hss2:  85.72, cm: [[1460, 129], [50, 961]])","Metric(tss: 67.49, hss2:  7.75, cm: [[226869, 98082], [145, 6089]])"
"train(n)[1200, 600]__batch128_model[128, 128, 64][8, 16]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,128.0,,"[1200, 600]","[128, 128, 64]","[8, 16]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.81, hss2:  83.50, cm: [[1052, 123], [17, 608]])","Metric(tss: 41.92, hss2:  2.64, cm: [[136207, 188744], [0, 6234]])"
"train(n)[1600, 600]__batchNone_model[16, 16, 64][32, 16]_0_do[0.0, 0.4]_lr[0.01]_binary",0,,,"[1600, 600]","[16, 16, 64]","[32, 16]","[0.0, 0.4]",0,"[0.4, 0.6]",0.01,"Metric(tss: 85.62, hss2:  80.05, cm: [[1448, 158], [27, 567]])","Metric(tss: 77.63, hss2:  16.75, cm: [[278260, 46691], [499, 5735]])"
"train(n)[4000, 1000]__batch128_model[128, 64, 64][64, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[4000, 1000]","[128, 64, 64]","[64, 8]","[0.0, 0.2]",,,0.01,"Metric(tss: 82.23, hss2:  70.56, cm: [[3174, 428], [51, 815]])","Metric(tss: 75.96, hss2:  29.78, cm: [[272654, 18450], [978, 4548]])"
"train(k)[3600, 600]__batchNone_model[64, 64, 128][8, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,,"[3600, 600]",,"[64, 64, 128]","[8, 0]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 65.51, hss2:  55.53, cm: [[2678, 314], [113, 358]])","Metric(tss: 32.61, hss2:  5.39, cm: [[231567, 59537], [2594, 2932]])"
"train(n)[4000, 1200]__batch128_model[16, 32, 64][16, 0]_None_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[4000, 1200]","[16, 32, 64]","[16, 0]","[0.2, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 83.58, hss2:  74.16, cm: [[3152, 429], [47, 1012]])","Metric(tss: 75.05, hss2:  29.02, cm: [[272217, 18887], [1020, 4506]])"
"train(n)[800, 200]__batch1024_model[128, 32, 16][64, 32]_None_do[0.0, 0.4]_lr[0.01]_binary",0,1024.0,,"[800, 200]","[128, 32, 16]","[64, 32]","[0.0, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 86.70, hss2:  76.59, cm: [[657, 67], [7, 166]])","Metric(tss: 70.39, hss2:  30.56, cm: [[275090, 16014], [1332, 4194]])"
"train(n)[1600, 200]__batch1024_model[128, 32, 64][16, 32]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[1600, 200]","[128, 32, 64]","[16, 32]","[0.6000000000000001, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 80.59, hss2:  47.32, cm: [[1306, 304], [1, 189]])","Metric(tss: 53.81, hss2:  4.86, cm: [[196539, 128412], [416, 5818]])"
"train(n)[1200, 1000]__batch1024_model[128, 64, 64][32, 0]_avg_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[1200, 1000]","[128, 64, 64]","[32, 0]","[0.0, 0.6000000000000001]",avg,,0.01,"Metric(tss: 84.02, hss2:  83.44, cm: [[1064, 134], [48, 954]])","Metric(tss: 79.67, hss2:  17.44, cm: [[279203, 45748], [390, 5844]])"
"train(n)[2800, 1400]__batch128_model[64, 64, 16][16, 16]_avg_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[2800, 1400]","[64, 64, 16]","[16, 16]","[0.0, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 86.97, hss2:  83.63, cm: [[2537, 269], [48, 1346]])","Metric(tss: 62.32, hss2:  5.90, cm: [[203298, 121653], [15, 6219]])"
"train(n)[3600, 200]__batch1024_model[32, 128, 64][32, 32]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,,"[3600, 200]","[32, 128, 64]","[32, 32]","[0.6000000000000001, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 83.81, hss2:  41.42, cm: [[2822, 395], [7, 172]])","Metric(tss: 53.27, hss2:  31.38, cm: [[280859, 10245], [2388, 3138]])"
"train(n)[400, 1400]__batch128_model[64, 64, 32][8, 32]_0_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,,"[400, 1400]","[64, 64, 32]","[8, 32]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 47.08, hss2:  54.91, cm: [[197, 197], [41, 1365]])","Metric(tss: 40.63, hss2:  2.64, cm: [[141929, 183022], [190, 6044]])"
"train(k)[1200, 400]__batchNone_model[64, 128, 16][8, 8]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,"[1200, 400]",,"[64, 128, 16]","[8, 8]","[0.4, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 63.37, hss2:  50.02, cm: [[833, 357], [27, 380]])","Metric(tss: 57.21, hss2:  5.07, cm: [[194130, 130821], [158, 6076]])"
"train(k)[1200, 400]__batch1024_model[64, 32, 128][32, 32]_None_do[0.0, 0.4]_lr[0.01]_binary",0,1024.0,"[1200, 400]",,"[64, 32, 128]","[32, 32]","[0.0, 0.4]",,,0.01,"Metric(tss: 83.16, hss2:  76.66, cm: [[860, 116], [18, 345]])","Metric(tss: 75.81, hss2:  25.72, cm: [[268260, 22844], [903, 4623]])"
"train(n)[1600, 200]__batchNone_model[64, 32, 64][8, 16]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,,"[1600, 200]","[64, 32, 64]","[8, 16]","[0.0, 0.6000000000000001]",0,,0.01,"Metric(tss: 77.73, hss2:  53.10, cm: [[1402, 212], [17, 169]])","Metric(tss: 26.90, hss2:  3.95, cm: [[248021, 76930], [3081, 3153]])"
"train(k)[2400, 200]__batchNone_model[16, 16, 128][8, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,"[2400, 200]",,"[16, 16, 128]","[8, 32]","[0.4, 0.4]",0,"[0.4, 0.6]",0.01,"Metric(tss: 83.05, hss2:  53.93, cm: [[2148, 255], [13, 192]])","Metric(tss: 79.93, hss2:  15.94, cm: [[273660, 51291], [267, 5967]])"
"train(k)[1600, 1400]__batch128_model[32, 128, 64][64, 16]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,128.0,"[1600, 1400]",,"[32, 128, 64]","[64, 16]","[0.6000000000000001, 0.2]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 89.10, hss2:  88.54, cm: [[1427, 154], [16, 1365]])","Metric(tss: 65.40, hss2:  6.68, cm: [[213239, 111712], [14, 6220]])"
"train(k)[3600, 200]__batch1024_model[128, 128, 32][8, 8]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[3600, 200]",,"[128, 128, 32]","[8, 8]","[0.2, 0.6000000000000001]",0,,0.01,"Metric(tss: 13.20, hss2:  14.33, cm: [[3411, 145], [182, 38]])","Metric(tss: 11.00, hss2:  3.67, cm: [[294611, 30340], [4966, 1268]])"
"train(k)[1600, 800]__batch128_model[32, 16, 32][8, 16]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,128.0,"[1600, 800]",,"[32, 16, 32]","[8, 16]","[0.6000000000000001, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 89.02, hss2:  85.04, cm: [[1472, 148], [14, 746]])","Metric(tss: 51.15, hss2:  5.00, cm: [[206915, 118036], [781, 5453]])"
"train(n)[400, 600]__batch128_model[128, 128, 16][32, 32]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[400, 600]","[128, 128, 16]","[32, 32]","[0.4, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 47.25, hss2:  50.87, cm: [[205, 195], [24, 576]])","Metric(tss: 50.62, hss2:  4.00, cm: [[176583, 148368], [232, 6002]])"
"train(n)[1200, 800]__batch128_model[16, 16, 64][64, 32]_None_do[0.2, 0.0]_lr[0.01]_binary",0,128.0,,"[1200, 800]","[16, 16, 64]","[64, 32]","[0.2, 0.0]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.02, hss2:  82.33, cm: [[946, 121], [33, 679]])","Metric(tss: 75.47, hss2:  27.40, cm: [[270380, 20724], [962, 4564]])"
"train(k)[2400, 1200]__batch128_model[32, 32, 128][64, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,128.0,"[2400, 1200]",,"[32, 32, 128]","[64, 16]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 85.29, hss2:  80.74, cm: [[2107, 286], [32, 1128]])","Metric(tss: 77.65, hss2:  13.23, cm: [[262866, 62085], [202, 6032]])"
"train(k)[1200, 200]__batch1024_model[128, 128, 16][64, 0]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[1200, 200]",,"[128, 128, 16]","[64, 0]","[0.2, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 84.93, hss2:  67.50, cm: [[1090, 126], [9, 182]])","Metric(tss: 55.41, hss2:  7.58, cm: [[243581, 81370], [1219, 5015]])"
"train(n)[1200, 1200]__batchNone_model[64, 64, 128][32, 0]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,,,"[1200, 1200]","[64, 64, 128]","[32, 0]","[0.6000000000000001, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 49.14, hss2:  49.15, cm: [[861, 332], [278, 929]])","Metric(tss: 44.63, hss2:  4.74, cm: [[216706, 108245], [1375, 4859]])"
"train(k)[1200, 600]__batchNone_model[128, 64, 32][32, 32]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,,"[1200, 600]",,"[128, 64, 32]","[32, 32]","[0.6000000000000001, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 80.53, hss2:  73.93, cm: [[998, 213], [11, 574]])","Metric(tss: 71.04, hss2:  8.68, cm: [[233609, 91342], [53, 6181]])"
"train(n)[2400, 800]__batch128_model[64, 32, 32][64, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[2400, 800]","[64, 32, 32]","[64, 8]","[0.4, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 86.77, hss2:  77.90, cm: [[1953, 238], [16, 659]])","Metric(tss: 76.46, hss2:  27.84, cm: [[270518, 20586], [910, 4616]])"
"train(n)[3600, 1000]__batch128_model[32, 64, 64][32, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[3600, 1000]","[32, 64, 64]","[32, 32]","[0.0, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.83, hss2:  75.59, cm: [[3188, 392], [43, 977]])","Metric(tss: 79.07, hss2:  16.79, cm: [[277422, 47529], [393, 5841]])"
"train(k)[4000, 800]__batchNone_model[128, 128, 16][16, 32]_0_do[0.4, 0.0]_lr[0.01]_binary",0,,"[4000, 800]",,"[128, 128, 16]","[16, 32]","[0.4, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 89.24, hss2:  74.22, cm: [[3577, 397], [6, 771]])","Metric(tss: 68.27, hss2:  18.43, cm: [[289292, 35659], [1294, 4940]])"
"train(k)[2400, 200]__batch128_model[16, 64, 32][16, 8]_0_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,"[2400, 200]",,"[16, 64, 32]","[16, 8]","[0.4, 0.4]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.53, hss2:  46.75, cm: [[2104, 322], [4, 178]])","Metric(tss: 76.10, hss2:  13.07, cm: [[263327, 61624], [308, 5926]])"
"train(n)[1600, 200]__batchNone_model[32, 64, 32][32, 16]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,,,"[1600, 200]","[32, 64, 32]","[32, 16]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 82.20, hss2:  50.20, cm: [[1344, 270], [2, 184]])","Metric(tss: 45.92, hss2:  4.27, cm: [[199932, 125019], [973, 5261]])"
"train(k)[4000, 1200]__batch128_model[64, 32, 16][8, 16]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,128.0,"[4000, 1200]",,"[64, 32, 16]","[8, 16]","[0.6000000000000001, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 84.75, hss2:  74.83, cm: [[2836, 429], [22, 1022]])","Metric(tss: 77.53, hss2:  26.11, cm: [[268114, 22990], [805, 4721]])"
"train(n)[4000, 1200]__batchNone_model[128, 64, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,,,"[4000, 1200]","[128, 64, 16]","[8, 32]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 32.71, hss2:  40.64, cm: [[3916, 111], [757, 416]])","Metric(tss: 30.22, hss2:  23.65, cm: [[317222, 7729], [4202, 2032]])"
"train(n)[2400, 200]__batch1024_model[128, 128, 32][16, 0]_None_do[0.4, 0.2]_lr[0.01]_binary",0,1024.0,,"[2400, 200]","[128, 128, 32]","[16, 0]","[0.4, 0.2]",,,0.01,"Metric(tss: 82.32, hss2:  53.09, cm: [[1938, 215], [13, 156]])","Metric(tss: 52.10, hss2:  34.08, cm: [[282664, 8440], [2487, 3039]])"
"train(k)[2800, 800]__batch1024_model[32, 128, 32][16, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[2800, 800]",,"[32, 128, 32]","[16, 8]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(tss: 84.60, hss2:  76.40, cm: [[2031, 252], [31, 679]])","Metric(tss: 73.77, hss2:  26.45, cm: [[269906, 21198], [1047, 4479]])"
"train(n)[4000, 600]__batch1024_model[64, 16, 128][8, 16]_0_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,,"[4000, 600]","[64, 16, 128]","[8, 16]","[0.2, 0.0]",0,"[0.4, 0.6]",0.01,"Metric(tss: 87.43, hss2:  75.63, cm: [[3760, 252], [37, 551]])","Metric(tss: 29.32, hss2:  4.83, cm: [[257443, 67508], [3111, 3123]])"
"train(k)[1200, 800]__batchNone_model[64, 128, 128][16, 32]_0_do[0.4, 0.2]_lr[0.01]_binary",0,,"[1200, 800]",,"[64, 128, 128]","[16, 32]","[0.4, 0.2]",0,,0.01,"Metric(tss: 85.84, hss2:  84.91, cm: [[1047, 104], [42, 777]])","Metric(tss: 80.03, hss2:  14.96, cm: [[269495, 55456], [181, 6053]])"
"train(k)[3600, 800]__batchNone_model[128, 64, 64][64, 0]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,,"[3600, 800]",,"[128, 64, 64]","[64, 0]","[0.0, 0.0]",avg,,0.01,"Metric(tss: 89.50, hss2:  79.50, cm: [[3322, 278], [22, 771]])","Metric(tss: 60.07, hss2:  7.83, cm: [[239302, 85649], [846, 5388]])"
"train(k)[400, 1400]__batch1024_model[128, 16, 128][16, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[400, 1400]",,"[128, 16, 128]","[16, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 83.52, hss2:  77.23, cm: [[366, 30], [121, 1238]])","Metric(tss: 51.52, hss2:  3.86, cm: [[168159, 156792], [14, 6220]])"
"train(k)[3600, 800]__batchNone_model[16, 32, 128][64, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,,"[3600, 800]",,"[16, 32, 128]","[64, 0]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 82.23, hss2:  68.49, cm: [[2531, 400], [29, 674]])","Metric(tss: 75.15, hss2:  24.32, cm: [[266647, 24457], [909, 4617]])"
"train(k)[400, 800]__batch128_model[128, 16, 64][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,"[400, 800]",,"[128, 16, 64]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 87.20, hss2:  88.87, cm: [[306, 38], [12, 673]])","Metric(tss: 71.03, hss2:  8.58, cm: [[209090, 82014], [44, 5482]])"
