id,run no.,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,all_best_val_runs,all_test_runs
"train(n)[2800, 600]__batch1024_model[64, 64, 128][64, 16]_0_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,,"[2800, 600]","[64, 64, 128]","[64, 16]","[0.6000000000000001, 0.2]",0,"[0.3, 0.7]",0.01,"Metric(tss: 81.04, hss2:  69.83, cm: [[2491, 300], [50, 559]])","Metric(tss: 79.65, hss2:  21.19, cm: [[289307, 35644], [585, 5649]])"
"train(n)[2400, 1000]__batchNone_model[32, 128, 16][16, 32]_avg_do[0.4, 0.4]_lr[0.01]_binary",0,,,"[2400, 1000]","[32, 128, 16]","[16, 32]","[0.4, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 82.71, hss2:  76.95, cm: [[2075, 309], [44, 972]])","Metric(tss: 79.69, hss2:  18.78, cm: [[283253, 41698], [466, 5768]])"
"train(n)[1200, 1400]__batch128_model[64, 32, 32][32, 0]_0_do[0.0, 0.0]_lr[0.01]_binary",0,128.0,,"[1200, 1400]","[64, 32, 32]","[32, 0]","[0.0, 0.0]",0,,0.01,"Metric(tss: 82.76, hss2:  83.47, cm: [[1010, 160], [51, 1379]])","Metric(tss: 81.96, hss2:  19.25, cm: [[283221, 41730], [324, 5910]])"
"train(n)[3600, 200]__batch128_model[64, 32, 16][16, 16]_0_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[3600, 200]","[64, 32, 16]","[16, 16]","[0.4, 0.2]",0,,0.01,"Metric(tss: 73.91, hss2:  51.82, cm: [[3346, 238], [42, 174]])","Metric(tss: 74.84, hss2:  28.74, cm: [[303403, 21548], [1155, 5079]])"
"train(n)[2000, 200]__batch128_model[32, 32, 32][8, 8]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[2000, 200]","[32, 32, 32]","[8, 8]","[0.0, 0.6000000000000001]",,,0.01,"Metric(tss: 57.12, hss2:  48.17, cm: [[1636, 145], [66, 124]])","Metric(tss: 34.65, hss2:  25.53, cm: [[283612, 7492], [3469, 2057]])"
"train(n)[800, 1000]__batch1024_model[32, 128, 16][64, 8]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[800, 1000]","[32, 128, 16]","[64, 8]","[0.0, 0.6000000000000001]",,,0.01,"Metric(tss: 87.06, hss2:  87.47, cm: [[657, 70], [29, 846]])","Metric(tss: 78.86, hss2:  14.12, cm: [[239247, 51857], [184, 5342]])"
"train(n)[3200, 400]__batch1024_model[16, 32, 16][64, 32]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,1024.0,,"[3200, 400]","[16, 32, 16]","[64, 32]","[0.2, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 84.17, hss2:  71.45, cm: [[3011, 197], [38, 354]])","Metric(tss: 28.07, hss2:  27.18, cm: [[320144, 4807], [4392, 1842]])"
"train(n)[2000, 800]__batch1024_model[16, 64, 128][32, 8]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,1024.0,,"[2000, 800]","[16, 64, 128]","[32, 8]","[0.6000000000000001, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 80.51, hss2:  73.38, cm: [[1527, 259], [35, 666]])","Metric(tss: 56.20, hss2:  24.88, cm: [[274811, 16293], [2111, 3415]])"
"train(k)[1600, 1400]__batch1024_model[32, 128, 128][8, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[1600, 1400]",,"[32, 128, 128]","[8, 16]","[0.2, 0.6000000000000001]",0,"[0.4, 0.6]",0.01,"Metric(tss: 90.21, hss2:  89.56, cm: [[1497, 130], [24, 1308]])","Metric(tss: 47.48, hss2:  3.30, cm: [[154602, 170349], [6, 6228]])"
"train(k)[4000, 600]__batch1024_model[128, 128, 16][32, 8]_0_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[4000, 600]",,"[128, 128, 16]","[32, 8]","[0.2, 0.4]",0,"[0.2, 0.8]",0.01,"Metric(tss: 88.59, hss2:  68.14, cm: [[3585, 415], [6, 576]])","Metric(tss: 28.49, hss2:  1.51, cm: [[98005, 226946], [104, 6130]])"
"train(n)[800, 200]__batchNone_model[64, 32, 128][64, 32]_None_do[0.2, 0.2]_lr[0.01]_binary",0,,,"[800, 200]","[64, 32, 128]","[64, 32]","[0.2, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 85.65, hss2:  73.69, cm: [[634, 83], [5, 175]])","Metric(tss: 69.16, hss2:  31.32, cm: [[276072, 15032], [1419, 4107]])"
"train(n)[800, 1200]__batch128_model[64, 16, 32][32, 32]_None_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,,"[800, 1200]","[64, 16, 32]","[32, 32]","[0.2, 0.4]",,"[0.3, 0.7]",0.01,"Metric(tss: 86.90, hss2:  88.06, cm: [[622, 76], [24, 1059]])","Metric(tss: 76.51, hss2:  11.85, cm: [[229516, 61588], [129, 5397]])"
"train(n)[2800, 1200]__batch1024_model[16, 16, 64][8, 16]_0_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2800, 1200]","[16, 16, 64]","[8, 16]","[0.6000000000000001, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 81.45, hss2:  76.99, cm: [[2432, 336], [79, 1153]])","Metric(tss: 80.80, hss2:  19.05, cm: [[283354, 41597], [399, 5835]])"
"train(k)[2000, 1400]__batch1024_model[32, 128, 128][8, 16]_None_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,"[2000, 1400]",,"[32, 128, 128]","[8, 16]","[0.6000000000000001, 0.2]",,"[0.2, 0.8]",0.01,"Metric(tss: 86.83, hss2:  85.53, cm: [[1416, 185], [20, 1217]])","Metric(tss: 79.42, hss2:  18.67, cm: [[254011, 37093], [433, 5093]])"
"train(k)[800, 600]__batch128_model[64, 64, 64][32, 32]_None_do[0.4, 0.4]_lr[0.01]_binary",0,128.0,"[800, 600]",,"[64, 64, 64]","[32, 32]","[0.4, 0.4]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.06, hss2:  82.74, cm: [[570, 90], [12, 508]])","Metric(tss: 75.87, hss2:  26.47, cm: [[269158, 21946], [917, 4609]])"
"train(n)[1200, 1400]__batchNone_model[64, 32, 32][64, 16]_None_do[0.0, 0.2]_lr[0.01]_binary",0,,,"[1200, 1400]","[64, 32, 32]","[64, 16]","[0.0, 0.2]",,"[0.4, 0.6]",0.01,"Metric(tss: 83.20, hss2:  83.63, cm: [[931, 128], [59, 1194]])","Metric(tss: 75.73, hss2:  27.99, cm: [[270929, 20175], [958, 4568]])"
"train(k)[3600, 800]__batch128_model[16, 64, 64][32, 16]_0_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[3600, 800]",,"[16, 64, 64]","[32, 16]","[0.2, 0.6000000000000001]",0,,0.01,"Metric(tss: 86.86, hss2:  73.73, cm: [[3170, 394], [17, 799]])","Metric(tss: 77.57, hss2:  13.02, cm: [[261721, 63230], [185, 6049]])"
"train(k)[2800, 800]__batch128_model[16, 64, 64][32, 8]_avg_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,"[2800, 800]",,"[16, 64, 64]","[32, 8]","[0.0, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 90.45, hss2:  81.19, cm: [[2558, 250], [5, 772]])","Metric(tss: 31.32, hss2:  1.70, cm: [[103378, 221573], [31, 6203]])"
"train(n)[1600, 1000]__batch1024_model[128, 64, 64][8, 0]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[1600, 1000]","[128, 64, 64]","[8, 0]","[0.4, 0.6000000000000001]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 85.44, hss2:  83.98, cm: [[1430, 151], [51, 968]])","Metric(tss: 63.00, hss2:  7.13, cm: [[224887, 100064], [387, 5847]])"
"train(n)[3200, 1200]__batch1024_model[128, 16, 32][32, 16]_None_do[0.4, 0.4]_lr[0.01]_binary",0,1024.0,,"[3200, 1200]","[128, 16, 32]","[32, 16]","[0.4, 0.4]",,"[0.3, 0.7]",0.01,"Metric(tss: 85.22, hss2:  78.06, cm: [[2554, 332], [34, 1005]])","Metric(tss: 75.94, hss2:  27.84, cm: [[270701, 20403], [942, 4584]])"
"train(k)[2000, 1000]__batch128_model[16, 32, 128][16, 16]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,128.0,"[2000, 1000]",,"[16, 32, 128]","[16, 16]","[0.4, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 86.68, hss2:  81.74, cm: [[1760, 242], [12, 963]])","Metric(tss: 77.96, hss2:  12.71, cm: [[259597, 65354], [120, 6114]])"
"train(n)[2800, 600]__batch128_model[16, 32, 16][16, 0]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[2800, 600]","[16, 32, 16]","[16, 0]","[0.6000000000000001, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 63.04, hss2:  57.68, cm: [[2248, 262], [139, 385]])","Metric(tss: 61.65, hss2:  27.11, cm: [[274934, 16170], [1812, 3714]])"
"train(k)[2400, 600]__batchNone_model[64, 32, 16][16, 32]_avg_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,,"[2400, 600]",,"[64, 32, 16]","[16, 32]","[0.6000000000000001, 0.0]",avg,,0.01,"Metric(tss: 84.63, hss2:  73.55, cm: [[2155, 260], [27, 559]])","Metric(tss: 60.17, hss2:  7.78, cm: [[238519, 86432], [825, 5409]])"
"train(k)[2800, 800]__batchNone_model[128, 16, 128][64, 0]_0_do[0.4, 0.2]_lr[0.01]_binary",0,,"[2800, 800]",,"[128, 16, 128]","[64, 0]","[0.4, 0.2]",0,,0.01,"Metric(tss: 67.89, hss2:  65.96, cm: [[2534, 254], [187, 626]])","Metric(tss: 59.91, hss2:  10.44, cm: [[263379, 61572], [1318, 4916]])"
"train(k)[2800, 1400]__batchNone_model[16, 16, 64][16, 16]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,,"[2800, 1400]",,"[16, 16, 64]","[16, 16]","[0.4, 0.6000000000000001]",avg,,0.01,"Metric(tss: 86.97, hss2:  82.22, cm: [[2515, 310], [27, 1285]])","Metric(tss: 73.25, hss2:  10.32, cm: [[247265, 77686], [177, 6057]])"
"train(k)[3600, 800]__batch128_model[16, 64, 32][64, 0]_0_do[0.2, 0.0]_lr[0.01]_binary",0,128.0,"[3600, 800]",,"[16, 64, 32]","[64, 0]","[0.2, 0.0]",0,"[0.2, 0.8]",0.01,"Metric(tss: 85.74, hss2:  71.96, cm: [[3175, 412], [22, 771]])","Metric(tss: 75.05, hss2:  10.79, cm: [[249126, 75825], [101, 6133]])"
"train(n)[1600, 1000]__batch128_model[64, 32, 16][16, 16]_0_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[1600, 1000]","[64, 32, 16]","[16, 16]","[0.4, 0.2]",0,,0.01,"Metric(tss: 83.68, hss2:  81.19, cm: [[1436, 192], [44, 928]])","Metric(tss: 78.73, hss2:  16.02, cm: [[274819, 50132], [364, 5870]])"
"train(n)[2400, 200]__batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[2400, 200]","[128, 64, 32]","[32, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 86.46, hss2:  60.16, cm: [[1953, 185], [9, 175]])","Metric(tss: 53.58, hss2:  36.28, cm: [[283312, 7792], [2417, 3109]])"
"train(n)[2400, 400]__batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[2400, 400]","[64, 32, 16]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 86.44, hss2:  66.62, cm: [[1891, 254], [6, 343]])","Metric(tss: 66.76, hss2:  32.34, cm: [[277535, 13569], [1579, 3947]])"
"train(n)[2400, 1000]__batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,,,"[2400, 1000]","[32, 16, 64]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 87.22, hss2:  81.61, cm: [[2171, 250], [24, 955]])","Metric(tss: 62.28, hss2:  6.93, cm: [[223009, 101942], [396, 5838]])"
"train(k)[2800, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,1024.0,"[2800, 800]",,"[16, 16, 128]","[8, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 85.34, hss2:  74.84, cm: [[2506, 323], [25, 747]])","Metric(tss: 75.67, hss2:  11.41, cm: [[253231, 71720], [141, 6093]])"
"train(n)[1600, 400]__batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,1024.0,,"[1600, 400]","[64, 64, 16]","[32, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.33, hss2:  69.94, cm: [[1363, 230], [5, 402]])","Metric(tss: 64.82, hss2:  10.51, cm: [[258341, 66610], [915, 5319]])"
"train(n)[2000, 800]__batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[2000, 800]","[128, 128, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 83.33, hss2:  78.55, cm: [[1789, 211], [49, 751]])","Metric(tss: 81.33, hss2:  19.57, cm: [[284451, 40500], [387, 5847]])"
"train(n)[1200, 1000]__batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary",0,1024.0,,"[1200, 1000]","[64, 16, 128]","[32, 8]","[0.4, 0.0]",,,0.01,"Metric(tss: 87.18, hss2:  87.00, cm: [[978, 77], [50, 856]])","Metric(tss: 78.61, hss2:  23.18, cm: [[263502, 27602], [658, 4868]])"
"train(k)[400, 600]__batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[400, 600]",,"[128, 32, 16]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 78.99, hss2:  81.88, cm: [[309, 79], [4, 608]])","Metric(tss: 68.61, hss2:  7.79, cm: [[225662, 99289], [52, 6182]])"
"train(k)[2000, 1200]__batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,1024.0,"[2000, 1200]",,"[64, 128, 128]","[64, 32]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 93.42, hss2:  91.58, cm: [[1902, 117], [9, 1143]])","Metric(tss: 56.79, hss2:  5.57, cm: [[207677, 117274], [444, 5790]])"
"train(n)[3600, 1400]__batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[3600, 1400]","[16, 64, 64]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(tss: 83.54, hss2:  78.56, cm: [[2851, 337], [74, 1183]])","Metric(tss: 75.98, hss2:  28.14, cm: [[271002, 20102], [946, 4580]])"
"train(n)[1200, 600]__batch128_model[32, 64, 128][16, 0]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,128.0,,"[1200, 600]","[32, 64, 128]","[16, 0]","[0.4, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 87.62, hss2:  84.08, cm: [[1102, 113], [18, 567]])","Metric(tss: 70.81, hss2:  10.44, cm: [[251015, 73936], [401, 5833]])"
"train(n)[4000, 1200]__batch128_model[128, 32, 16][32, 16]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[4000, 1200]","[128, 32, 16]","[32, 16]","[0.0, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 34.14, hss2:  40.56, cm: [[3403, 170], [652, 415]])","Metric(tss: -1.32, hss2: -0.12, cm: [[175470, 115634], [3404, 2122]])"
"train(n)[400, 1200]__batchNone_model[32, 32, 64][32, 0]_avg_do[0.2, 0.0]_lr[0.01]_binary",0,,,"[400, 1200]","[32, 32, 64]","[32, 0]","[0.2, 0.0]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 88.14, hss2:  88.14, cm: [[371, 36], [36, 1157]])","Metric(tss:  0.00, hss2:  0.00, cm: [[0, 324951], [0, 6234]])"
"train(n)[400, 200]__batchNone_model[16, 16, 128][16, 16]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[400, 200]","[16, 16, 128]","[16, 16]","[0.2, 0.4]",avg,,0.01,"Metric(tss: 88.97, hss2:  84.27, cm: [[370, 41], [2, 187]])","Metric(tss: 63.53, hss2:  9.35, cm: [[250449, 74502], [844, 5390]])"
"train(k)[1200, 400]__batch1024_model[128, 64, 32][8, 32]_None_do[0.4, 0.4]_lr[0.01]_binary",0,1024.0,"[1200, 400]",,"[128, 64, 32]","[8, 32]","[0.4, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 68.42, hss2:  56.50, cm: [[698, 269], [14, 358]])","Metric(tss: 64.66, hss2:  9.54, cm: [[225324, 65780], [704, 4822]])"
"train(n)[3200, 800]__batch128_model[32, 32, 16][64, 16]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,128.0,,"[3200, 800]","[32, 32, 16]","[64, 16]","[0.0, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 82.86, hss2:  67.10, cm: [[2477, 423], [17, 649]])","Metric(tss: 76.41, hss2:  27.27, cm: [[269905, 21199], [901, 4625]])"
"train(k)[2400, 1000]__batchNone_model[16, 64, 64][8, 8]_avg_do[0.4, 0.0]_lr[0.01]_binary",0,,"[2400, 1000]",,"[16, 64, 64]","[8, 8]","[0.4, 0.0]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.47, hss2:  81.15, cm: [[2162, 247], [32, 944]])","Metric(tss: 79.84, hss2:  15.32, cm: [[271177, 53774], [225, 6009]])"
"train(k)[2400, 600]__batchNone_model[16, 32, 64][8, 8]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,,"[2400, 600]",,"[16, 32, 64]","[8, 8]","[0.6000000000000001, 0.2]",avg,,0.01,"Metric(tss: 79.58, hss2:  69.06, cm: [[2123, 288], [50, 540]])","Metric(tss: 70.20, hss2:  14.39, cm: [[274752, 50199], [895, 5339]])"
"train(k)[2000, 200]__batchNone_model[32, 128, 64][16, 0]_0_do[0.4, 0.4]_lr[0.01]_binary",0,,"[2000, 200]",,"[32, 128, 64]","[16, 0]","[0.4, 0.4]",0,,0.01,"Metric(tss: 57.39, hss2:  36.34, cm: [[1650, 330], [55, 157]])","Metric(tss: 47.84, hss2:  7.13, cm: [[250523, 74428], [1824, 4410]])"
"train(k)[1200, 400]__batch1024_model[128, 64, 16][32, 8]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[1200, 400]",,"[128, 64, 16]","[32, 8]","[0.0, 0.6000000000000001]",0,"[0.2, 0.8]",0.01,"Metric(tss: 33.17, hss2:  23.63, cm: [[656, 550], [83, 308]])","Metric(tss: 22.61, hss2:  1.44, cm: [[137382, 187569], [1226, 5008]])"
"train(k)[2400, 400]__batch128_model[16, 64, 128][8, 8]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[2400, 400]",,"[16, 64, 128]","[8, 8]","[0.4, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 88.47, hss2:  70.51, cm: [[1763, 210], [3, 334]])","Metric(tss: 71.39, hss2:  29.46, cm: [[273821, 17283], [1253, 4273]])"
"train(k)[3600, 200]__batchNone_model[16, 128, 128][64, 32]_avg_do[0.4, 0.2]_lr[0.01]_binary",0,,"[3600, 200]",,"[16, 128, 128]","[64, 32]","[0.4, 0.2]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 85.29, hss2:  45.73, cm: [[3232, 360], [9, 183]])","Metric(tss: 66.42, hss2:  31.43, cm: [[309017, 15934], [1788, 4446]])"
"train(n)[1200, 800]__batch1024_model[32, 16, 16][32, 16]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[1200, 800]","[32, 16, 16]","[32, 16]","[0.0, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 82.29, hss2:  80.30, cm: [[918, 142], [31, 688]])","Metric(tss: 75.98, hss2:  25.85, cm: [[268367, 22737], [896, 4630]])"
"train(n)[2000, 1400]__batch128_model[128, 32, 64][32, 16]_0_do[0.0, 0.2]_lr[0.01]_binary",0,128.0,,"[2000, 1400]","[128, 32, 64]","[32, 16]","[0.0, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 50.08, hss2:  45.69, cm: [[1067, 935], [45, 1353]])","Metric(tss: 39.29, hss2:  2.54, cm: [[140711, 184240], [250, 5984]])"
"train(n)[4000, 600]__batch1024_model[32, 32, 32][16, 8]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[4000, 600]","[32, 32, 32]","[16, 8]","[0.4, 0.6000000000000001]",,"[0.2, 0.8]",0.01,"Metric(tss: 82.75, hss2:  62.51, cm: [[3140, 438], [27, 512]])","Metric(tss: 74.89, hss2:  26.52, cm: [[269575, 21529], [979, 4547]])"
"train(n)[800, 1000]__batch1024_model[16, 128, 32][32, 16]_None_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,,"[800, 1000]","[16, 128, 32]","[32, 16]","[0.0, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 85.49, hss2:  85.74, cm: [[661, 70], [43, 828]])","Metric(tss: 78.51, hss2:  14.53, cm: [[241242, 49862], [241, 5285]])"
"train(k)[4000, 200]__batchNone_model[16, 32, 64][64, 0]_None_do[0.0, 0.2]_lr[0.01]_binary",0,,"[4000, 200]",,"[16, 32, 64]","[64, 0]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 85.58, hss2:  50.78, cm: [[2994, 269], [11, 167]])","Metric(tss: 51.46, hss2:  34.73, cm: [[283144, 7960], [2531, 2995]])"
"train(n)[4000, 1000]__batch128_model[16, 32, 16][64, 16]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,128.0,,"[4000, 1000]","[16, 32, 16]","[64, 16]","[0.2, 0.4]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 85.05, hss2:  73.02, cm: [[3532, 470], [32, 966]])","Metric(tss: 71.16, hss2:  9.63, cm: [[243500, 81451], [235, 5999]])"
"train(k)[2400, 1400]__batch128_model[64, 32, 32][32, 0]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,128.0,"[2400, 1400]",,"[64, 32, 32]","[32, 0]","[0.4, 0.6000000000000001]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 89.16, hss2:  86.45, cm: [[2155, 221], [21, 1342]])","Metric(tss: 67.66, hss2:  7.35, cm: [[220654, 104297], [15, 6219]])"
"train(k)[3200, 800]__batchNone_model[128, 64, 128][8, 16]_0_do[0.2, 0.2]_lr[0.01]_binary",0,,"[3200, 800]",,"[128, 64, 128]","[8, 16]","[0.2, 0.2]",0,"[0.2, 0.8]",0.01,"Metric(tss: 73.97, hss2:  68.66, cm: [[2901, 296], [133, 660]])","Metric(tss: 68.18, hss2:  13.55, cm: [[272735, 52216], [982, 5252]])"
"train(n)[400, 400]__batch1024_model[32, 16, 32][8, 32]_0_do[0.0, 0.2]_lr[0.01]_binary",0,1024.0,,"[400, 400]","[32, 16, 32]","[8, 32]","[0.0, 0.2]",0,,0.01,"Metric(tss: 84.45, hss2:  84.49, cm: [[349, 49], [13, 389]])","Metric(tss: 31.51, hss2:  1.71, cm: [[103067, 221884], [13, 6221]])"
"train(k)[2800, 400]__batch1024_model[16, 32, 32][16, 16]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,"[2800, 400]",,"[16, 32, 32]","[16, 16]","[0.6000000000000001, 0.2]",avg,,0.01,"Metric(tss: 83.44, hss2:  63.16, cm: [[2485, 313], [21, 370]])","Metric(tss: 74.98, hss2:  11.40, cm: [[253824, 71127], [195, 6039]])"
"train(k)[800, 600]__batch1024_model[64, 128, 32][32, 0]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,1024.0,"[800, 600]",,"[64, 128, 32]","[32, 0]","[0.2, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 88.39, hss2:  87.01, cm: [[708, 84], [6, 593]])","Metric(tss: 59.89, hss2:  5.42, cm: [[197226, 127725], [50, 6184]])"
"train(n)[2400, 600]__batchNone_model[16, 32, 16][32, 8]_avg_do[0.2, 0.4]_lr[0.01]_binary",0,,,"[2400, 600]","[16, 32, 16]","[32, 8]","[0.2, 0.4]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 85.30, hss2:  75.55, cm: [[2160, 237], [29, 574]])","Metric(tss: 77.57, hss2:  20.62, cm: [[289122, 35829], [711, 5523]])"
"train(n)[800, 600]__batchNone_model[64, 128, 16][16, 8]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,,,"[800, 600]","[64, 128, 16]","[16, 8]","[0.6000000000000001, 0.4]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.62, hss2:  83.47, cm: [[666, 73], [28, 481]])","Metric(tss: 80.59, hss2:  19.56, cm: [[255565, 35539], [398, 5128]])"
"train(n)[1200, 400]__batchNone_model[32, 128, 64][64, 0]_avg_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,,,"[1200, 400]","[32, 128, 64]","[64, 0]","[0.4, 0.6000000000000001]",avg,,0.01,"Metric(tss: 83.13, hss2:  75.76, cm: [[1016, 151], [17, 416]])","Metric(tss: 80.75, hss2:  18.07, cm: [[280522, 44429], [348, 5886]])"
"train(k)[400, 400]__batchNone_model[16, 64, 32][16, 8]_None_do[0.2, 0.0]_lr[0.01]_binary",0,,"[400, 400]",,"[16, 64, 32]","[16, 8]","[0.2, 0.0]",,,0.01,"Metric(tss: 86.69, hss2:  86.58, cm: [[288, 20], [25, 342]])","Metric(tss: 76.63, hss2:  15.63, cm: [[246675, 44429], [448, 5078]])"
"train(k)[2000, 1000]__batch1024_model[64, 64, 128][16, 0]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,1024.0,"[2000, 1000]",,"[64, 64, 128]","[16, 0]","[0.6000000000000001, 0.6000000000000001]",,"[0.2, 0.8]",0.01,"Metric(tss: 76.94, hss2:  71.05, cm: [[1302, 337], [22, 858]])","Metric(tss: 77.10, hss2:  21.33, cm: [[260954, 30150], [693, 4833]])"
"train(n)[1200, 800]__batchNone_model[16, 128, 128][8, 0]_None_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,,,"[1200, 800]","[16, 128, 128]","[8, 0]","[0.2, 0.6000000000000001]",,"[0.3, 0.7]",0.01,"Metric(tss: 82.43, hss2:  81.10, cm: [[951, 117], [47, 664]])","Metric(tss: 68.41, hss2:  17.79, cm: [[257924, 33180], [1116, 4410]])"
"train(n)[3600, 600]__batch1024_model[128, 64, 64][8, 0]_avg_do[0.6000000000000001, 0.2]_lr[0.01]_binary",0,1024.0,,"[3600, 600]","[128, 64, 64]","[8, 0]","[0.6000000000000001, 0.2]",avg,"[0.4, 0.6]",0.01,"Metric(tss: 82.62, hss2:  67.74, cm: [[3175, 385], [42, 598]])","Metric(tss: 77.90, hss2:  14.45, cm: [[268823, 56128], [301, 5933]])"
