id,model id,run no.,val_part,test_part,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,best_val_run,test_run
"train(n)[2400, 200]_val[0.2]_test[1]_batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[2400, 200]__batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,1,128.0,,"[2400, 200]","[128, 64, 32]","[32, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 81.31, hss2:  51.35, cm: [[355, 58], [2, 41]])","Metric(tss: 57.06, hss2:  31.60, cm: [[65609, 2400], [465, 715]])"
"train(n)[2400, 200]_val[0.2]_test[2]_batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[2400, 200]__batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,2,128.0,,"[2400, 200]","[128, 64, 32]","[32, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.62, hss2:  63.35, cm: [[402, 27], [3, 30]])","Metric(tss: 44.23, hss2:  35.74, cm: [[76940, 1316], [695, 590]])"
"train(n)[2400, 200]_val[0.2]_test[3]_batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[2400, 200]__batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,3,128.0,,"[2400, 200]","[128, 64, 32]","[32, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.25, hss2:  61.85, cm: [[411, 28], [3, 29]])","Metric(tss: 52.55, hss2:  36.44, cm: [[34819, 1716], [546, 731]])"
"train(n)[2400, 200]_val[0.2]_test[4]_batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[2400, 200]__batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,4,128.0,,"[2400, 200]","[128, 64, 32]","[32, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 90.53, hss2:  70.14, cm: [[394, 31], [1, 45]])","Metric(tss: 63.75, hss2:  41.37, cm: [[41416, 1279], [296, 594]])"
"train(n)[2400, 200]_val[0.2]_test[5]_batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary","train(n)[2400, 200]__batch128_model[128, 64, 32][32, 8]_None_do[0.0, 0.2]_lr[0.01]_binary",0,0.2,5,128.0,,"[2400, 200]","[128, 64, 32]","[32, 8]","[0.0, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 90.51, hss2:  55.33, cm: [[391, 41], [0, 30]])","Metric(tss: 51.93, hss2:  37.98, cm: [[64528, 1081], [415, 479]])"
"train(n)[2400, 400]_val[0.2]_test[1]_batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary","train(n)[2400, 400]__batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,0.2,1,,,"[2400, 400]","[64, 32, 16]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 88.44, hss2:  68.96, cm: [[375, 49], [0, 72]])","Metric(tss: 54.19, hss2:  28.34, cm: [[65324, 2685], [494, 686]])"
"train(n)[2400, 400]_val[0.2]_test[2]_batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary","train(n)[2400, 400]__batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,0.2,2,,,"[2400, 400]","[64, 32, 16]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 85.42, hss2:  59.86, cm: [[375, 64], [0, 64]])","Metric(tss: 69.15, hss2:  29.11, cm: [[74330, 3926], [332, 953]])"
"train(n)[2400, 400]_val[0.2]_test[3]_batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary","train(n)[2400, 400]__batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,0.2,3,,,"[2400, 400]","[64, 32, 16]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 84.40, hss2:  69.11, cm: [[382, 43], [4, 69]])","Metric(tss: 64.09, hss2:  35.46, cm: [[34028, 2507], [371, 906]])"
"train(n)[2400, 400]_val[0.2]_test[4]_batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary","train(n)[2400, 400]__batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,0.2,4,,,"[2400, 400]","[64, 32, 16]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 90.64, hss2:  75.03, cm: [[398, 34], [1, 66]])","Metric(tss: 71.40, hss2:  35.12, cm: [[40606, 2089], [211, 679]])"
"train(n)[2400, 400]_val[0.2]_test[5]_batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary","train(n)[2400, 400]__batchNone_model[64, 32, 16][32, 16]_None_do[0.2, 0.4]_lr[0.01]_binary",0,0.2,5,,,"[2400, 400]","[64, 32, 16]","[32, 16]","[0.2, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 83.57, hss2:  61.57, cm: [[361, 64], [1, 72]])","Metric(tss: 77.27, hss2:  34.99, cm: [[63247, 2362], [171, 723]])"
"train(n)[2400, 1000]_val[0.2]_test[1]_batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[2400, 1000]__batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,,,"[2400, 1000]","[32, 16, 64]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 91.19, hss2:  86.19, cm: [[452, 38], [2, 188]])","Metric(tss: 74.61, hss2:  25.48, cm: [[67088, 5150], [229, 1025]])"
"train(n)[2400, 1000]_val[0.2]_test[2]_batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[2400, 1000]__batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,,,"[2400, 1000]","[32, 16, 64]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 82.09, hss2:  76.24, cm: [[419, 62], [10, 189]])","Metric(tss: 61.86, hss2:  4.96, cm: [[54471, 32685], [9, 1392]])"
"train(n)[2400, 1000]_val[0.2]_test[3]_batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[2400, 1000]__batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,,,"[2400, 1000]","[32, 16, 64]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 90.04, hss2:  84.90, cm: [[448, 41], [3, 188]])","Metric(tss: 53.83, hss2:  7.25, cm: [[22117, 18969], [0, 1424]])"
"train(n)[2400, 1000]_val[0.2]_test[4]_batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[2400, 1000]__batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,,,"[2400, 1000]","[32, 16, 64]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 86.18, hss2:  79.77, cm: [[427, 57], [4, 192]])","Metric(tss: 16.69, hss2:  0.90, cm: [[8363, 41733], [0, 1165]])"
"train(n)[2400, 1000]_val[0.2]_test[5]_batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary","train(n)[2400, 1000]__batchNone_model[32, 16, 64][64, 32]_0_do[0.0, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,,,"[2400, 1000]","[32, 16, 64]","[64, 32]","[0.0, 0.6000000000000001]",0,"[0.3, 0.7]",0.01,"Metric(tss: 86.64, hss2:  81.23, cm: [[425, 52], [5, 198]])","Metric(tss: 79.46, hss2:  30.35, cm: [[70970, 3405], [158, 832]])"
"train(k)[2800, 800]_val[0.2]_test[1]_batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,1,1024.0,"[2800, 800]",,"[16, 16, 128]","[8, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 85.51, hss2:  76.16, cm: [[518, 56], [7, 141]])","Metric(tss: 73.49, hss2:  9.27, cm: [[54525, 17713], [25, 1229]])"
"train(k)[2800, 800]_val[0.2]_test[2]_batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,2,1024.0,"[2800, 800]",,"[16, 16, 128]","[8, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 86.45, hss2:  75.94, cm: [[505, 62], [4, 149]])","Metric(tss: 72.37, hss2:  8.23, cm: [[64939, 22217], [30, 1371]])"
"train(k)[2800, 800]_val[0.2]_test[3]_batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,3,1024.0,"[2800, 800]",,"[16, 16, 128]","[8, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 85.74, hss2:  75.67, cm: [[500, 62], [5, 150]])","Metric(tss: 79.16, hss2:  22.89, cm: [[33792, 7294], [44, 1380]])"
"train(k)[2800, 800]_val[0.2]_test[4]_batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,4,1024.0,"[2800, 800]",,"[16, 16, 128]","[8, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 83.38, hss2:  72.23, cm: [[480, 75], [5, 156]])","Metric(tss: 73.70, hss2:  11.30, cm: [[36919, 13177], [0, 1165]])"
"train(k)[2800, 800]_val[0.2]_test[5]_batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary","train(k)[2800, 800]__batch1024_model[16, 16, 128][8, 0]_0_do[0.0, 0.4]_lr[0.01]_binary",0,0.2,5,1024.0,"[2800, 800]",,"[16, 16, 128]","[8, 0]","[0.0, 0.4]",0,,0.01,"Metric(tss: 85.51, hss2:  74.33, cm: [[503, 68], [4, 151]])","Metric(tss: 80.54, hss2:  12.17, cm: [[63056, 11319], [42, 948]])"
"train(n)[1600, 400]_val[0.2]_test[1]_batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[1600, 400]__batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,1,1024.0,,"[1600, 400]","[64, 64, 16]","[32, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 89.38, hss2:  78.68, cm: [[290, 30], [1, 79]])","Metric(tss: 34.48, hss2:  33.98, cm: [[71394, 844], [807, 447]])"
"train(n)[1600, 400]_val[0.2]_test[2]_batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[1600, 400]__batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,2,1024.0,,"[1600, 400]","[64, 64, 16]","[32, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 81.13, hss2:  63.81, cm: [[258, 60], [0, 82]])","Metric(tss: 61.93, hss2:  5.03, cm: [[54910, 32246], [15, 1386]])"
"train(n)[1600, 400]_val[0.2]_test[3]_batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[1600, 400]__batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,3,1024.0,,"[1600, 400]","[64, 64, 16]","[32, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 86.86, hss2:  76.04, cm: [[283, 34], [2, 81]])","Metric(tss: 49.62, hss2:  6.19, cm: [[20387, 20699], [0, 1424]])"
"train(n)[1600, 400]_val[0.2]_test[4]_batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[1600, 400]__batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,4,1024.0,,"[1600, 400]","[64, 64, 16]","[32, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.66, hss2:  71.06, cm: [[270, 44], [2, 84]])","Metric(tss: 85.88, hss2:  27.72, cm: [[45045, 5051], [47, 1118]])"
"train(n)[1600, 400]_val[0.2]_test[5]_batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[1600, 400]__batch1024_model[64, 64, 16][32, 16]_avg_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,5,1024.0,,"[1600, 400]","[64, 64, 16]","[32, 16]","[0.6000000000000001, 0.4]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 80.86, hss2:  61.62, cm: [[262, 62], [0, 76]])","Metric(tss: 84.91, hss2:  17.51, cm: [[66605, 7770], [46, 944]])"
"train(n)[2000, 800]_val[0.2]_test[1]_batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2000, 800]__batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,1024.0,,"[2000, 800]","[128, 128, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 83.87, hss2:  79.94, cm: [[349, 40], [10, 161]])","Metric(tss: 76.24, hss2:  19.15, cm: [[64467, 7771], [163, 1091]])"
"train(n)[2000, 800]_val[0.2]_test[2]_batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2000, 800]__batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,1024.0,,"[2000, 800]","[128, 128, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 83.37, hss2:  78.36, cm: [[367, 41], [10, 142]])","Metric(tss: 80.27, hss2:  15.26, cm: [[74941, 12215], [80, 1321]])"
"train(n)[2000, 800]_val[0.2]_test[3]_batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2000, 800]__batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,1024.0,,"[2000, 800]","[128, 128, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 82.45, hss2:  75.82, cm: [[341, 55], [6, 158]])","Metric(tss: 73.92, hss2:  16.28, cm: [[30629, 10457], [9, 1415]])"
"train(n)[2000, 800]_val[0.2]_test[4]_batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2000, 800]__batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,1024.0,,"[2000, 800]","[128, 128, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 85.03, hss2:  80.43, cm: [[370, 37], [9, 144]])","Metric(tss: 85.81, hss2:  25.74, cm: [[44493, 5603], [35, 1130]])"
"train(n)[2000, 800]_val[0.2]_test[5]_batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[2000, 800]__batch1024_model[128, 128, 128][64, 8]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,1024.0,,"[2000, 800]","[128, 128, 128]","[64, 8]","[0.2, 0.6000000000000001]",avg,,0.01,"Metric(tss: 81.75, hss2:  78.23, cm: [[362, 38], [14, 146]])","Metric(tss: 83.91, hss2:  26.47, cm: [[69921, 4454], [100, 890]])"
"train(n)[1200, 1000]_val[0.2]_test[1]_batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary","train(n)[1200, 1000]__batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,1,1024.0,,"[1200, 1000]","[64, 16, 128]","[32, 8]","[0.4, 0.0]",,,0.01,"Metric(tss: 87.38, hss2:  87.44, cm: [[188, 10], [14, 171]])","Metric(tss: 67.56, hss2:  20.61, cm: [[62256, 5753], [283, 897]])"
"train(n)[1200, 1000]_val[0.2]_test[2]_batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary","train(n)[1200, 1000]__batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,2,1024.0,,"[1200, 1000]","[64, 16, 128]","[32, 8]","[0.4, 0.0]",,,0.01,"Metric(tss: 87.90, hss2:  87.70, cm: [[187, 17], [7, 179]])","Metric(tss: 82.69, hss2:  22.08, cm: [[70979, 7277], [103, 1182]])"
"train(n)[1200, 1000]_val[0.2]_test[3]_batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary","train(n)[1200, 1000]__batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,3,1024.0,,"[1200, 1000]","[64, 16, 128]","[32, 8]","[0.4, 0.0]",,,0.01,"Metric(tss: 86.51, hss2:  86.11, cm: [[197, 18], [9, 167]])","Metric(tss: 78.92, hss2:  25.42, cm: [[30893, 5642], [72, 1205]])"
"train(n)[1200, 1000]_val[0.2]_test[4]_batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary","train(n)[1200, 1000]__batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,4,1024.0,,"[1200, 1000]","[64, 16, 128]","[32, 8]","[0.4, 0.0]",,,0.01,"Metric(tss: 88.52, hss2:  88.49, cm: [[205, 12], [11, 174]])","Metric(tss: 83.49, hss2:  24.98, cm: [[38381, 4314], [57, 833]])"
"train(n)[1200, 1000]_val[0.2]_test[5]_batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary","train(n)[1200, 1000]__batch1024_model[64, 16, 128][32, 8]_None_do[0.4, 0.0]_lr[0.01]_binary",0,0.2,5,1024.0,,"[1200, 1000]","[64, 16, 128]","[32, 8]","[0.4, 0.0]",,,0.01,"Metric(tss: 85.78, hss2:  85.21, cm: [[201, 20], [9, 165]])","Metric(tss: 76.97, hss2:  22.20, cm: [[60993, 4616], [143, 751]])"
"train(k)[400, 600]_val[0.2]_test[1]_batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(k)[400, 600]__batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,1024.0,"[400, 600]",,"[128, 32, 16]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 80.40, hss2:  82.12, cm: [[69, 15], [2, 113]])","Metric(tss: 71.91, hss2:  8.56, cm: [[53332, 18906], [24, 1230]])"
"train(k)[400, 600]_val[0.2]_test[2]_batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(k)[400, 600]__batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,1024.0,"[400, 600]",,"[128, 32, 16]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 80.77, hss2:  83.67, cm: [[63, 15], [0, 122]])","Metric(tss: 63.92, hss2:  5.47, cm: [[56705, 30451], [16, 1385]])"
"train(k)[400, 600]_val[0.2]_test[3]_batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(k)[400, 600]__batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,1024.0,"[400, 600]",,"[128, 32, 16]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 79.10, hss2:  83.39, cm: [[53, 14], [0, 132]])","Metric(tss: 58.76, hss2:  8.79, cm: [[24315, 16771], [6, 1418]])"
"train(k)[400, 600]_val[0.2]_test[4]_batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(k)[400, 600]__batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,1024.0,"[400, 600]",,"[128, 32, 16]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 76.01, hss2:  78.85, cm: [[63, 19], [1, 121]])","Metric(tss: 63.48, hss2:  7.32, cm: [[31799, 18297], [0, 1165]])"
"train(k)[400, 600]_val[0.2]_test[5]_batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(k)[400, 600]__batch1024_model[128, 32, 16][8, 32]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,1024.0,"[400, 600]",,"[128, 32, 16]","[8, 32]","[0.6000000000000001, 0.6000000000000001]",avg,,0.01,"Metric(tss: 78.39, hss2:  81.27, cm: [[61, 16], [1, 120]])","Metric(tss: 79.41, hss2:  9.45, cm: [[59511, 14864], [6, 984]])"
"train(k)[2000, 1200]_val[0.2]_test[1]_batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,1,1024.0,"[2000, 1200]",,"[64, 128, 128]","[64, 32]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 92.96, hss2:  90.99, cm: [[380, 25], [2, 228]])","Metric(tss: 67.32, hss2:  6.57, cm: [[48633, 23605], [0, 1254]])"
"train(k)[2000, 1200]_val[0.2]_test[2]_batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,2,1024.0,"[2000, 1200]",,"[64, 128, 128]","[64, 32]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 91.46, hss2:  89.35, cm: [[371, 29], [3, 229]])","Metric(tss: 58.22, hss2:  5.12, cm: [[57519, 29637], [109, 1292]])"
"train(k)[2000, 1200]_val[0.2]_test[3]_batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,3,1024.0,"[2000, 1200]",,"[64, 128, 128]","[64, 32]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 94.31, hss2:  92.38, cm: [[381, 23], [0, 233]])","Metric(tss: 66.15, hss2:  28.46, cm: [[36843, 4243], [335, 1089]])"
"train(k)[2000, 1200]_val[0.2]_test[4]_batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,4,1024.0,"[2000, 1200]",,"[64, 128, 128]","[64, 32]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 95.15, hss2:  93.97, cm: [[385, 16], [2, 231]])","Metric(tss: 65.20, hss2:  7.85, cm: [[32661, 17435], [0, 1165]])"
"train(k)[2000, 1200]_val[0.2]_test[5]_batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batch1024_model[64, 128, 128][64, 32]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,5,1024.0,"[2000, 1200]",,"[64, 128, 128]","[64, 32]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 93.24, hss2:  91.21, cm: [[385, 24], [2, 222]])","Metric(tss: 43.05, hss2:  1.95, cm: [[32021, 42354], [0, 990]])"
"train(n)[3600, 1400]_val[0.2]_test[1]_batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,128.0,,"[3600, 1400]","[16, 64, 64]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(tss: 84.32, hss2:  79.36, cm: [[591, 60], [15, 217]])","Metric(tss: 60.16, hss2:  23.68, cm: [[63910, 4099], [399, 781]])"
"train(n)[3600, 1400]_val[0.2]_test[2]_batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,128.0,,"[3600, 1400]","[16, 64, 64]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(tss: 83.99, hss2:  78.55, cm: [[558, 71], [12, 242]])","Metric(tss: 79.06, hss2:  26.91, cm: [[73010, 5246], [183, 1102]])"
"train(n)[3600, 1400]_val[0.2]_test[3]_batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch128_model[16, 64, 64][64, 8]_None_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,128.0,,"[3600, 1400]","[16, 64, 64]","[64, 8]","[0.6000000000000001, 0.6000000000000001]",,,0.01,"Metric(tss: 85.94, hss2:  80.22, cm: [[584, 64], [10, 229]])","Metric(tss: 78.95, hss2:  30.81, cm: [[32279, 4256], [120, 1157]])"
