id,model id,run no.,val_part,test_part,batch_size,train_k,train_n,ch_conv,l_hidden,dropout,nan_mode,class_importance,lr,best_val_run,test_run
"train(n)[3600, 1200]_val[0.2]_test[4]_batch1024_model[32, 64, 16][16, 16]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1200]__batch1024_model[32, 64, 16][16, 16]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,1024.0,,"[3600, 1200]","[32, 64, 16]","[16, 16]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.04, hss2:  71.80, cm: [[626, 111], [2, 221]])","Metric(tss: 58.78, hss2:  6.09, cm: [[29448, 20648], [0, 1165]])"
"train(n)[3600, 1200]_val[0.2]_test[5]_batch1024_model[32, 64, 16][16, 16]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1200]__batch1024_model[32, 64, 16][16, 16]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,1024.0,,"[3600, 1200]","[32, 64, 16]","[16, 16]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.04, hss2:  72.08, cm: [[639, 105], [4, 212]])","Metric(tss: 69.31, hss2:  5.60, cm: [[51549, 22826], [0, 990]])"
"train(n)[2000, 600]_val[0.2]_test[1]_batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary","train(n)[2000, 600]__batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,1,,,"[2000, 600]","[16, 16, 64]","[32, 0]","[0.2, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 90.76, hss2:  83.32, cm: [[335, 26], [2, 96]])","Metric(tss: 66.42, hss2:  23.17, cm: [[63214, 4795], [313, 867]])"
"train(n)[2000, 600]_val[0.2]_test[2]_batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary","train(n)[2000, 600]__batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,2,,,"[2000, 600]","[16, 16, 64]","[32, 0]","[0.2, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 91.15, hss2:  83.29, cm: [[328, 28], [1, 101]])","Metric(tss: 70.87, hss2:  27.08, cm: [[73730, 4526], [300, 985]])"
"train(n)[2000, 600]_val[0.2]_test[3]_batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary","train(n)[2000, 600]__batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,3,,,"[2000, 600]","[16, 16, 64]","[32, 0]","[0.2, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 91.29, hss2:  83.15, cm: [[335, 28], [1, 99]])","Metric(tss: 66.86, hss2:  29.69, cm: [[32924, 3611], [297, 980]])"
"train(n)[2000, 600]_val[0.2]_test[4]_batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary","train(n)[2000, 600]__batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,4,,,"[2000, 600]","[16, 16, 64]","[32, 0]","[0.2, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 88.55, hss2:  84.69, cm: [[329, 23], [6, 116]])","Metric(tss: 68.28, hss2:  29.94, cm: [[40138, 2557], [229, 661]])"
"train(n)[2000, 600]_val[0.2]_test[5]_batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary","train(n)[2000, 600]__batchNone_model[16, 16, 64][32, 0]_None_do[0.2, 0.0]_lr[0.01]_binary",0,0.2,5,,,"[2000, 600]","[16, 16, 64]","[32, 0]","[0.2, 0.0]",,"[0.2, 0.8]",0.01,"Metric(tss: 84.82, hss2:  73.44, cm: [[320, 44], [3, 94]])","Metric(tss: 78.93, hss2:  25.92, cm: [[61765, 3844], [136, 758]])"
"train(n)[3600, 800]_val[0.2]_test[1]_batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 800]__batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,128.0,,"[3600, 800]","[16, 64, 128]","[8, 0]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.81, hss2:  67.26, cm: [[567, 83], [3, 121]])","Metric(tss: 66.14, hss2:  26.14, cm: [[64003, 4006], [330, 850]])"
"train(n)[3600, 800]_val[0.2]_test[2]_batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 800]__batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,128.0,,"[3600, 800]","[16, 64, 128]","[8, 0]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 87.79, hss2:  71.78, cm: [[568, 79], [0, 139]])","Metric(tss: 80.89, hss2:  23.91, cm: [[71888, 6368], [141, 1144]])"
"train(n)[3600, 800]_val[0.2]_test[3]_batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 800]__batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,128.0,,"[3600, 800]","[16, 64, 128]","[8, 0]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 83.25, hss2:  71.80, cm: [[559, 73], [8, 146]])","Metric(tss: 79.16, hss2:  33.13, cm: [[32725, 3810], [133, 1144]])"
"train(n)[3600, 800]_val[0.2]_test[4]_batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 800]__batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,128.0,,"[3600, 800]","[16, 64, 128]","[8, 0]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 83.13, hss2:  69.13, cm: [[566, 83], [6, 141]])","Metric(tss: 80.75, hss2:  27.26, cm: [[39033, 3662], [95, 795]])"
"train(n)[3600, 800]_val[0.2]_test[5]_batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 800]__batch128_model[16, 64, 128][8, 0]_None_do[0.4, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,128.0,,"[3600, 800]","[16, 64, 128]","[8, 0]","[0.4, 0.6000000000000001]",,"[0.4, 0.6]",0.01,"Metric(tss: 84.87, hss2:  68.11, cm: [[561, 89], [2, 137]])","Metric(tss: 81.22, hss2:  28.26, cm: [[62092, 3517], [120, 774]])"
"train(k)[400, 800]_val[0.2]_test[1]_batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[400, 800]__batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,1,128.0,"[400, 800]",,"[128, 64, 32]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 87.29, hss2:  86.04, cm: [[76, 5], [10, 143]])","Metric(tss: 76.76, hss2:  19.44, cm: [[64552, 7686], [158, 1096]])"
"train(k)[400, 800]_val[0.2]_test[2]_batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[400, 800]__batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,2,128.0,"[400, 800]",,"[128, 64, 32]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 82.68, hss2:  85.95, cm: [[65, 13], [1, 153]])","Metric(tss: 68.95, hss2:  7.17, cm: [[62584, 24572], [40, 1361]])"
"train(k)[400, 800]_val[0.2]_test[3]_batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[400, 800]__batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,3,128.0,"[400, 800]",,"[128, 64, 32]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 21.82, hss2:  17.49, cm: [[74, 9], [101, 49]])","Metric(tss: 24.73, hss2:  8.35, cm: [[34456, 6630], [842, 582]])"
"train(k)[400, 800]_val[0.2]_test[4]_batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[400, 800]__batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,4,128.0,"[400, 800]",,"[128, 64, 32]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 83.31, hss2:  86.41, cm: [[68, 13], [1, 156]])","Metric(tss: 72.26, hss2:  10.58, cm: [[36197, 13899], [0, 1165]])"
"train(k)[400, 800]_val[0.2]_test[5]_batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary","train(k)[400, 800]__batch128_model[128, 64, 32][8, 32]_0_do[0.6000000000000001, 0.0]_lr[0.01]_binary",0,0.2,5,128.0,"[400, 800]",,"[128, 64, 32]","[8, 32]","[0.6000000000000001, 0.0]",0,,0.01,"Metric(tss: 71.25, hss2:  75.39, cm: [[60, 22], [3, 153]])","Metric(tss: 83.14, hss2:  15.98, cm: [[65890, 8485], [54, 936]])"
"train(n)[3200, 800]_val[0.2]_test[1]_batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3200, 800]__batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,,,"[3200, 800]","[32, 32, 16]","[8, 32]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.08, hss2:  67.32, cm: [[550, 99], [1, 150]])","Metric(tss: 73.88, hss2:  23.06, cm: [[66386, 5852], [226, 1028]])"
"train(n)[3200, 800]_val[0.2]_test[2]_batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3200, 800]__batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,,,"[3200, 800]","[32, 32, 16]","[8, 32]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 81.28, hss2:  64.73, cm: [[520, 115], [1, 164]])","Metric(tss: 74.38, hss2:  9.71, cm: [[68128, 19028], [53, 1348]])"
"train(n)[3200, 800]_val[0.2]_test[3]_batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3200, 800]__batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,,,"[3200, 800]","[32, 32, 16]","[8, 32]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.49, hss2:  69.87, cm: [[538, 93], [3, 166]])","Metric(tss: 80.46, hss2:  23.34, cm: [[33838, 7248], [27, 1397]])"
"train(n)[3200, 800]_val[0.2]_test[4]_batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3200, 800]__batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,,,"[3200, 800]","[32, 32, 16]","[8, 32]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 83.44, hss2:  69.44, cm: [[550, 90], [4, 156]])","Metric(tss: 11.89, hss2:  0.61, cm: [[5958, 44138], [0, 1165]])"
"train(n)[3200, 800]_val[0.2]_test[5]_batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary","train(n)[3200, 800]__batchNone_model[32, 32, 16][8, 32]_avg_do[0.2, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,,,"[3200, 800]","[32, 32, 16]","[8, 32]","[0.2, 0.6000000000000001]",avg,"[0.2, 0.8]",0.01,"Metric(tss: 84.95, hss2:  69.63, cm: [[570, 85], [3, 142]])","Metric(tss: 49.71, hss2:  2.53, cm: [[36971, 37404], [0, 990]])"
"train(n)[800, 1400]_val[0.2]_test[1]_batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[800, 1400]__batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,1,128.0,,"[800, 1400]","[16, 32, 32]","[32, 16]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 74.45, hss2:  78.90, cm: [[102, 35], [0, 245]])","Metric(tss: 74.54, hss2:  23.07, cm: [[62448, 5561], [204, 976]])"
"train(n)[800, 1400]_val[0.2]_test[2]_batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[800, 1400]__batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,2,128.0,,"[800, 1400]","[16, 32, 32]","[32, 16]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 82.63, hss2:  82.10, cm: [[124, 14], [18, 231]])","Metric(tss: 81.67, hss2:  22.39, cm: [[71220, 7036], [120, 1165]])"
"train(n)[800, 1400]_val[0.2]_test[3]_batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[800, 1400]__batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,3,128.0,,"[800, 1400]","[16, 32, 32]","[32, 16]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 68.64, hss2:  71.23, cm: [[116, 53], [0, 220]])","Metric(tss: 78.20, hss2:  25.66, cm: [[31031, 5504], [86, 1191]])"
"train(n)[800, 1400]_val[0.2]_test[4]_batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[800, 1400]__batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,4,128.0,,"[800, 1400]","[16, 32, 32]","[32, 16]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 84.06, hss2:  86.56, cm: [[121, 21], [3, 258]])","Metric(tss: 82.40, hss2:  23.98, cm: [[38203, 4492], [63, 827]])"
"train(n)[800, 1400]_val[0.2]_test[5]_batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary","train(n)[800, 1400]__batch128_model[16, 32, 32][32, 16]_None_do[0.6000000000000001, 0.4]_lr[0.01]_binary",0,0.2,5,128.0,,"[800, 1400]","[16, 32, 32]","[32, 16]","[0.6000000000000001, 0.4]",,"[0.2, 0.8]",0.01,"Metric(tss: 64.19, hss2:  69.09, cm: [[95, 53], [0, 245]])","Metric(tss: 85.61, hss2:  20.00, cm: [[59614, 5995], [47, 847]])"
"train(k)[2000, 1200]_val[0.2]_test[1]_batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,1,,"[2000, 1200]",,"[128, 64, 64]","[8, 8]","[0.0, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 82.11, hss2:  78.46, cm: [[356, 55], [10, 212]])","Metric(tss: 75.80, hss2:  11.67, cm: [[58155, 14083], [59, 1195]])"
"train(k)[2000, 1200]_val[0.2]_test[2]_batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,2,,"[2000, 1200]",,"[128, 64, 64]","[8, 8]","[0.0, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 84.96, hss2:  81.65, cm: [[355, 48], [7, 217]])","Metric(tss: 75.84, hss2:  11.16, cm: [[70575, 16581], [72, 1329]])"
"train(k)[2000, 1200]_val[0.2]_test[3]_batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,3,,"[2000, 1200]",,"[128, 64, 64]","[8, 8]","[0.0, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 89.53, hss2:  87.55, cm: [[371, 32], [6, 231]])","Metric(tss: 76.22, hss2:  18.15, cm: [[31633, 9453], [11, 1413]])"
"train(k)[2000, 1200]_val[0.2]_test[4]_batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,4,,"[2000, 1200]",,"[128, 64, 64]","[8, 8]","[0.0, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 90.02, hss2:  86.99, cm: [[361, 40], [0, 236]])","Metric(tss: 78.93, hss2:  14.55, cm: [[39539, 10557], [0, 1165]])"
"train(k)[2000, 1200]_val[0.2]_test[5]_batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary","train(k)[2000, 1200]__batchNone_model[128, 64, 64][8, 8]_0_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,5,,"[2000, 1200]",,"[128, 64, 64]","[8, 8]","[0.0, 0.0]",0,"[0.3, 0.7]",0.01,"Metric(tss: 53.35, hss2:  44.17, cm: [[223, 195], [0, 221]])","Metric(tss: 37.54, hss2:  1.55, cm: [[27919, 46456], [0, 990]])"
"train(n)[3600, 1400]_val[0.2]_test[1]_batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,1,1024.0,,"[3600, 1400]","[32, 32, 32]","[8, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 83.25, hss2:  77.04, cm: [[607, 94], [10, 289]])","Metric(tss: 74.22, hss2:  22.55, cm: [[66173, 6065], [218, 1036]])"
"train(n)[3600, 1400]_val[0.2]_test[2]_batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,2,1024.0,,"[3600, 1400]","[32, 32, 32]","[8, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 80.92, hss2:  71.33, cm: [[599, 125], [5, 271]])","Metric(tss: 77.50, hss2:  11.44, cm: [[70658, 16498], [50, 1351]])"
"train(n)[3600, 1400]_val[0.2]_test[3]_batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,3,1024.0,,"[3600, 1400]","[32, 32, 32]","[8, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 82.65, hss2:  76.02, cm: [[622, 94], [12, 272]])","Metric(tss: 71.83, hss2:  14.87, cm: [[29772, 11314], [9, 1415]])"
"train(n)[3600, 1400]_val[0.2]_test[4]_batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,4,1024.0,,"[3600, 1400]","[32, 32, 32]","[8, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 83.69, hss2:  75.08, cm: [[629, 103], [6, 262]])","Metric(tss: 81.93, hss2:  18.83, cm: [[42077, 8019], [24, 1141]])"
"train(n)[3600, 1400]_val[0.2]_test[5]_batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary","train(n)[3600, 1400]__batch1024_model[32, 32, 32][8, 8]_avg_do[0.6000000000000001, 0.6000000000000001]_lr[0.01]_binary",0,0.2,5,1024.0,,"[3600, 1400]","[32, 32, 32]","[8, 8]","[0.6000000000000001, 0.6000000000000001]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 84.74, hss2:  79.25, cm: [[633, 79], [12, 276]])","Metric(tss: 83.81, hss2:  21.35, cm: [[68422, 5953], [81, 909]])"
"train(n)[800, 600]_val[0.2]_test[1]_batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary","train(n)[800, 600]__batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,0.2,1,128.0,,"[800, 600]","[32, 32, 64]","[16, 32]","[0.4, 0.4]",0,,0.01,"Metric(tss: 93.28, hss2:  92.79, cm: [[149, 8], [2, 121]])","Metric(tss: 74.68, hss2:  23.80, cm: [[66563, 5675], [219, 1035]])"
"train(n)[800, 600]_val[0.2]_test[2]_batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary","train(n)[800, 600]__batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,0.2,2,128.0,,"[800, 600]","[32, 32, 64]","[16, 32]","[0.4, 0.4]",0,,0.01,"Metric(tss: 85.60, hss2:  83.42, cm: [[145, 21], [2, 112]])","Metric(tss: 78.31, hss2:  12.59, cm: [[72233, 14923], [64, 1337]])"
"train(n)[800, 600]_val[0.2]_test[3]_batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary","train(n)[800, 600]__batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,0.2,3,128.0,,"[800, 600]","[32, 32, 64]","[16, 32]","[0.4, 0.4]",0,,0.01,"Metric(tss: 91.86, hss2:  91.41, cm: [[142, 10], [2, 126]])","Metric(tss: 79.06, hss2:  22.32, cm: [[33549, 7537], [37, 1387]])"
"train(n)[800, 600]_val[0.2]_test[4]_batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary","train(n)[800, 600]__batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,0.2,4,128.0,,"[800, 600]","[32, 32, 64]","[16, 32]","[0.4, 0.4]",0,,0.01,"Metric(tss: 84.57, hss2:  84.16, cm: [[142, 14], [8, 116]])","Metric(tss: 85.03, hss2:  24.82, cm: [[44272, 5824], [39, 1126]])"
"train(n)[800, 600]_val[0.2]_test[5]_batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary","train(n)[800, 600]__batch128_model[32, 32, 64][16, 32]_0_do[0.4, 0.4]_lr[0.01]_binary",0,0.2,5,128.0,,"[800, 600]","[32, 32, 64]","[16, 32]","[0.4, 0.4]",0,,0.01,"Metric(tss: 81.60, hss2:  79.04, cm: [[144, 25], [4, 107]])","Metric(tss: 81.98, hss2:  25.01, cm: [[69689, 4686], [116, 874]])"
"train(n)[1200, 400]_val[0.2]_test[1]_batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,1,1024.0,,"[1200, 400]","[16, 128, 32]","[32, 8]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 87.25, hss2:  78.60, cm: [[188, 24], [1, 69]])","Metric(tss: 76.52, hss2:  23.33, cm: [[62354, 5655], [179, 1001]])"
"train(n)[1200, 400]_val[0.2]_test[2]_batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,2,1024.0,,"[1200, 400]","[16, 128, 32]","[32, 8]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 84.43, hss2:  76.36, cm: [[191, 24], [3, 65]])","Metric(tss: 76.96, hss2:  24.90, cm: [[72589, 5667], [203, 1082]])"
"train(n)[1200, 400]_val[0.2]_test[3]_batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,3,1024.0,,"[1200, 400]","[16, 128, 32]","[32, 8]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 87.85, hss2:  81.55, cm: [[191, 20], [2, 73]])","Metric(tss: 76.32, hss2:  29.08, cm: [[32088, 4447], [147, 1130]])"
"train(n)[1200, 400]_val[0.2]_test[4]_batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,4,1024.0,,"[1200, 400]","[16, 128, 32]","[32, 8]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 87.56, hss2:  80.00, cm: [[199, 21], [2, 67]])","Metric(tss: 83.74, hss2:  25.93, cm: [[38584, 4111], [59, 831]])"
"train(n)[1200, 400]_val[0.2]_test[5]_batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary","train(n)[1200, 400]__batch1024_model[16, 128, 32][32, 8]_None_do[0.4, 0.2]_lr[0.01]_binary",0,0.2,5,1024.0,,"[1200, 400]","[16, 128, 32]","[32, 8]","[0.4, 0.2]",,"[0.3, 0.7]",0.01,"Metric(tss: 85.65, hss2:  74.29, cm: [[185, 31], [0, 69]])","Metric(tss: 82.09, hss2:  24.01, cm: [[61126, 4483], [99, 795]])"
"train(n)[3200, 1400]_val[0.2]_test[1]_batchNone_model[32, 16, 32][16, 16]_avg_do[0.0, 0.0]_lr[0.01]_binary","train(n)[3200, 1400]__batchNone_model[32, 16, 32][16, 16]_avg_do[0.0, 0.0]_lr[0.01]_binary",0,0.2,1,,,"[3200, 1400]","[32, 16, 32]","[16, 16]","[0.0, 0.0]",avg,"[0.3, 0.7]",0.01,"Metric(tss: 92.37, hss2:  88.88, cm: [[598, 42], [3, 277]])","Metric(tss: 35.60, hss2:  40.41, cm: [[71743, 495], [799, 455]])"
